Book,Chapter,Verse,Text
Romans,16,8,請你們問候起我在主裡那位親愛的暗伯利來。
Romans,16,9,請你們問候起我們在基督裡那位同工耳巴奴和我那位親愛的士大古來。
Romans,16,10,請你們問候起那在基督裡被試驗過為可靠的亞比利來。請你們問候起那些來自亞利多布家裏的人來。
Romans,16,11,請你們問候起我的同胞希羅天來。請你們問候起拿其數家中那些正在主裡的人來。
Romans,16,12,請你們問候起在主裡勞苦中的土非拿和土富撒來。請你們問候起親愛的彼息來；她曾在主內艱苦勞碌。
Romans,16,13,請你們問候起那在主裡蒙揀選的魯孚和他的母親來；而且他的母親，也是我的母親。
Romans,16,14,請你們問候起亞遜其都、弗勒干、黑米、百羅巴、黑馬，以及那些與他們在一起的弟兄們來。
Romans,16,15,請你們問候起非羅羅古和猶利亞，尼利亞與他的姊妹，並阿林巴，以及那與他們在一起所有的聖徒來。
Romans,16,16,你們要藉著聖潔的親吻彼此問起安來。基督所有的教會都正在問候你們。
Romans,16,17,如今，弟兄們啊！我正在勸勉你們去留心關注那些離間及那些絆倒人的眾事，持續使你們違背你們自己所必學習到那教義的人。而且，你們總要遠離他們，
Romans,16,18,因為這樣的人他們總是不服事我們的主基督；反而，只服事自己的肚腹（生動描寫「自我放縱的生活方式」，如自私」），他們藉著花言巧語持續欺騙那些老實人的眾心。
Romans,16,19,固然，你們的順服已是人所共知，為此我一直為你們喜樂。但我持續願意你們在好事上聰明；但於惡事上卻純潔無瑕。
Romans,16,20,賜平安的     神將，會迅速地粉碎撒但在你們的腳下。願我們主耶穌基督的恩惠與你們同在！
Romans,16,21,我的同工提摩太和我那些同族的路求、耶孫和所西巴德都正在問候你們。
Romans,16,22,（我這代筆已寫了這封信的德丟，在主裡正在問候你們。）
Romans,16,23,我和教會全體的那位東道主該猶正在問候你們。本城的司庫以拉都和那位弟兄（特意加上「弟兄」，因其他問安者都各有一項形容）括土正在問候你們。24〔原文沒有第廿四節：「願我們主耶穌基督的恩惠，與你們眾人同在，阿們！」〕
Romans,16,25,如今那持續能按著我所傳的福音，就是有關耶穌基督的宣講，依照奧秘的啟示，可以堅固起你們，這奧秘歷世歷代已被隱藏。
Romans,16,26,但如今也藉著眾先知的著作已被顯明出來，照著永恆之神的諭旨，為了能被所有眾民族得已知道，達至因信而順服。
Romans,16,27,榮耀藉著耶穌基督，正是屬乎唯一全智的　 神，直到永遠，阿們！
Ephesians,1,1,保羅，奉  神旨意作基督耶穌的一位使徒，寫信給正在以弗所那些聖徒們，也是在基督耶穌裡眾位忠信的人。
Ephesians,1,2,願恩惠與平安從我們的父  神和主耶穌基督臨到你們！
Ephesians,1,3,可祝頌的正是屬乎我們主耶穌基督的  神和父，祂曾在基督裡、把那些諸天上每一樣屬靈的福份祝福了我們，
Ephesians,1,4,因為祂自己於世界立根基以前，在基督裡揀選了我們，在祂面前去成為聖潔、無有瑕疵以及滿有愛心。
Ephesians,1,5,祂已經按著自己旨意之喜悅，預定了我們藉著耶穌基督被收養而得的兒子名份而歸於祂，
Ephesians,1,6,好使祂「恩典之榮耀」得著頌讚，這就是祂在這位已蒙愛的兒子裡面所賜給了我們的恩典。
Ephesians,1,7,我們在祂裡面藉著祂的血正享有救贖、過犯之赦免，都是按著祂恩典之豐富，
Ephesians,1,8,祂曾使這恩典連同（非「用/以」之意）每一樣的智慧和聰明更加豐盛進入我們裡面。
Ephesians,1,9,祂按著自己在基督裡所計劃出來祂那喜悅的美意，使我們已經得知到關乎祂旨意之奧秘：
Ephesians,1,10,當進到那些時間滿足之安排裡的時候，祂就去招聚所有的，就是那些眾天上和那地上的、都在基督裡面同歸出來於一。
Ephesians,1,11,我們也已經蒙預定了、在祂裡面被分派出來、成為祂的產業，按照祂旨意之目的、持續有效施行那些所有的計劃。
Ephesians,1,12,使得我們這些已經在基督裡首先有盼望的，進入祂榮耀之頌讚。
Ephesians,1,13,你們在祂裡面又已經聽見過真理之道，就是關乎你們救恩之福音，且已經在祂裡面相信了，就被蓋上了（蓋印者是神，參弗4:30）那應許之聖靈為印記了。
Ephesians,1,14,這聖靈正是我們得基業之訂金，為的是（在此是「目的」，而非「時間」之意）祂產業的子民得到救贖，進入祂榮耀之頌讚。
Ephesians,1,15,為了這個緣故，我自從已經聽見了你們對主耶穌有堅定的信心（文理較為可取的譯法）以及對所有聖徒們有愛心，
Ephesians,1,16,我自己就沒有停止為你們持續感謝  神，我在禱告的時候，自己向來如此作、提到你們，
Ephesians,1,17,願我們主耶穌基督的  神、榮耀的父，可以將那賜人智慧和啓示的靈賜給你們，好讓你們越來越認識祂，
Ephesians,1,18,你們心裡那些眼睛已蒙了光照，使得你們可以知道祂呼召之盼望正是甚麼；祂在那些聖徒們當中榮耀基業之豐富是甚麼；
Ephesians,1,19,並且祂這個超越者能力之宏大（較貼近原文的譯法）、向我們這些信的人是怎麼樣。這是按著祂大能力量之運行所作的。
Ephesians,1,20,這運行了在基督身上，使祂從眾死人中復活了，並且祂已經在那些諸天上坐了下來在  神自己的右邊，
Ephesians,1,21,遠超過每一個首領和掌權者與有能者及主治者；而且不單在這現世時代裡的，甚至包括那將要來者臨到時代裡每一個被稱呼者的名號（原文5個καὶ (「和」)字意思，帶動氣勢）。
Ephesians,1,22,神又使所有的順服下來在祂那雙腳下（詩110:1下），並且把祂賜給了教會作所有的元首。
Ephesians,1,23,教會正是祂的身體，是那完全充滿所有者自己持續充滿之處。
Ephesians,2,1,而你們呢、因自己那些眾過犯和那些眾罪惡正是死的。
Ephesians,2,2,從前你們在其中生活過，依照世界之風氣，照著在空中領域掌權之這個首領（魔鬼的權力範圍），就是現今在悖逆的那些人們身上、那個運行者的靈。
Ephesians,2,3,就連我們所有人從前都曾經生活在他們當中，在我們肉體的私慾中，正隨著肉體和心思之意願而行；而且，我們自己生下來的本性曾習慣是惹  神義怒的兒子們，也正如那些其餘眾人一樣。
Ephesians,2,4,然而  神富於憐憫，因祂自己曾愛我們的大愛，
Ephesians,2,5,甚至在我們因為過犯正是死的時候，祂使我們與基督一同活過來了——你們已蒙拯救（「迂迴式完成的」動詞）正是靠著恩典！
Ephesians,2,6,而且祂使我們在基督耶穌裡與基督一同復活了，又一同在天國的領域中坐下。
Ephesians,2,7,為了讓祂自己在那些不斷來臨的世代裡能彰顯出祂那超越恩典之豐富來，就是藉著祂在基督耶穌裡向我們所施的恩慈。
Ephesians,2,8,"因為你們已蒙拯救正是靠著這恩典（需標示冠詞「這」，因指v.5,7的恩典）、藉著信；這並不是出於你們自己，而是  神所賜的這份禮贈；"
Ephesians,2,9,不是出於眾行為，免得有人可以自誇起來。
Ephesians,2,10,因為我們正是祂一件作品，已經在基督耶穌裡蒙創造出來，為了讓我們能行出那些  神事先準備好要我們行的眾多善事來。
Ephesians,2,11,所以，你們正要記得：從前你們在肉身上作外族人，你們正是被那所謂「受割禮的人」口中一直被稱為那些「未受割禮的人」──割禮本是人手在肉身上所行的；
Ephesians,2,12,那時，你們曾習慣是與基督毫無關係，已被隔絕在以色列公民身份之外，且在應許那些諸約上之外人們，在世上正是沒有盼望和沒有  神。
Ephesians,2,13,從前你們正是這些遙遠的，但現今卻在基督耶穌裡，靠著基督之血得以親近了。
Ephesians,2,14,因為他自己正是我們的和平：他已使那雙方合而為一了，並且藉他的肉身毀壞敵意，他已拆毀了那道中間分隔的牆，就是雙方的仇恨，
Ephesians,2,15,他已廢掉了在規條裡包含那些眾誡命之律法，為了讓兩者在他裡面可以創造出一個新人類來，他正締造著和平。
Ephesians,2,16,再者，他藉著十字架能使雙方在一個身體裡與  神和好了，在他自己裡面已殺死了（隱喻修辭技巧，較傳神的譯法）冤仇。
Ephesians,2,17,並且他已來了、自己傳了和平的福音給你們這些偏遠之民，也傳過和平給他們那些靠近之民；
Ephesians,2,18,因為藉著他，我們雙方在同一位靈裡正享有進到父那條路徑。
Ephesians,2,19,這樣看來，你們正不再是眾陌生人和眾僑民；反而，你們正是這些聖民的那些同胞們以及  神的家人們，
Ephesians,2,20,你們已被建立在那些眾使徒和先知們（視為一個整體，後者指新約先知）的根基上，基督耶穌自己正是房角石，
Ephesians,2,21,整座建築在祂裡面持續被連接在一起，不斷擴大成為主裡面的聖所。
Ephesians,2,22,你們在祂裡面也持續一同被建立，成為  神藉著聖靈居住之一個地方。
Ephesians,3,1,正因如此，我保羅，基督耶穌的這位囚徒，這是為你們這些眾外族人能得福音之故，
Ephesians,3,2,你們曾聽見，  神為了你們的緣故，我蒙賜下這恩典之職分，
Ephesians,3,3,就是藉著啓示叫我得知到這奧祕，正如我以前曾稍微寫過的。
Ephesians,3,4,你們正照著這個奧祕誦讀著，就去得知到我在基督奧祕中的洞悉領悟。
Ephesians,3,5,這奧祕在其他的世代沒有被那些眾人的兒子們（閃族慣用語）得知到，如同現在藉著聖靈蒙啟示出來給祂那些聖使徒們和先知們那樣。
Ephesians,3,6,這奧祕就是：那些外族人在基督耶穌裡，藉著福音去成為同作後嗣的諸位與同屬一個身體的眾位及那應許之眾分享者。
Ephesians,3,7,我作了這福音的一位僕役，是按著我已蒙  神賜給了這恩典之賞賜，照著他那大能之運行成就的。
Ephesians,3,8,至於我呢、這位在所有聖徒們當中比最小的還要卑微的，竟蒙賜下這恩典，要我自己把基督那測不透的豐富可以向外族人傳出福音來，
Ephesians,3,9,而且，這奧秘之計劃（主格、被強調、放句首）是甚麼？就是去向所有人照明出那歷世歷代已被隱藏在已創造了所有的  神裡面的計劃來，
Ephesians,3,10,為了被那些諸天上的的眾執政者和眾掌權者，現在藉著教會可以得知  神各樣豐滿的智慧。
Ephesians,3,11,這是按照  神在我們主基督耶穌裡實現出祂那些萬世之計劃來。
Ephesians,3,12,在祂裡面，藉著對祂的信靠，我們正享有憑著信而有的勇氣和有把握的路徑。
Ephesians,3,13,所以，我自己懇求你們，不要因我為你們所受的那些苦難去灰心氣餒，這正全是為了（原因，幾個解釋中最可取的）你們的榮耀！
Ephesians,3,14,正因如此，我正在彎曲我那雙膝向父祈禱——
Ephesians,3,15,整個家族（主格、放句首），就是眾天上和片地上的，正是從祂得名——
Ephesians,3,16,求祂照著祂榮耀之豐盛，能賜予你們，藉著祂的靈，以大能使你們內在的人去被剛強起來，
Ephesians,3,17,以致基督藉著你們的信來住下來在你們眾人心裡，使你們既然在愛中已被扎根和已蒙立基，
Ephesians,3,18,便可以有足夠強大能力與所有聖徒們一同領悟出那何等之闊度與長度和高度以及深度來——
Ephesians,3,19,且去得知基督這份持續超越知識的愛，為了讓你們能被充滿起來，進入  神每一個的滿盈（指「神品格的標準」方面）。
Ephesians,3,20,如今，  神正是能夠按著祂自己那持續運行在我們裡面的大能，去成就出所有遠遠超過我們自己正在需求或我們正在想像的來。
Ephesians,3,21,榮耀在教會裡和在基督耶穌裡都正是屬乎祂，直到永永遠遠那些所有眾世代，阿們！
Ephesians,4,1,因此，我自己這個為主作個囚徒的正在勸勉你們，去過與蒙召出來所相稱的生活；
Ephesians,4,2,帶著每一個謙卑和寬厚；帶著恆忍，你們自己在愛中彼此持續寬容；
Ephesians,4,3,在和睦（文理指倫理方面）之聯繫中，不斷竭力去持守那靈之合一。
Ephesians,4,4,一個身體和一位聖靈，正如你們蒙召出來在一個你們呼召的盼望裡，就是你們因蒙召而有的盼望——
Ephesians,4,5,一個主、一個信仰、一個洗禮、
Ephesians,4,6,一位  神和所有之父，祂超越所有，又貫通一切，以及在所有之中。
Ephesians,4,7,然而，我們每一個人曾蒙賜下這恩典，都是按照基督賜禮之份額。
Ephesians,4,8,因此，祂正在說：「祂已升上了高處的時候，擄獲了眾俘虜（詩68:18上），賜給了人眾贈品。」
Ephesians,4,9,如今，「祂升上了」正是甚麼意思呢？豈不是祂也曾降到那些地底下的區域嗎？
Ephesians,4,10,那已降下的祂，正是祂升上了那些天界所有之上的那一位（v.9-10a在文法上呈現了「交叉配置模式」），為了讓祂能充滿到那所有來。
Ephesians,4,11,而且，祂自己賜下了那些使徒們、與那些先知們、及那些眾傳福音者、以及那些牧人們和教師們，
Ephesians,4,12,為了聖徒們之裝備、好進入職事之工作、為著基督身體之建立，
Ephesians,4,13,直到讓我們所有人可以達到信仰之合一及對  神兒子之認識，成為成熟的眾成年人，達到基督圓滿身材的尺度（文理較為可取的譯法，因「身材」原字為「年齡」），
Ephesians,4,14,以致，讓我們不再成為孩子們，持續被隨波逐流且不斷被每一樣教導的風吹來盪去（名詞和兩個動詞皆為主格，應放句首），就是在人們的詭計中，在關於欺騙詭計的狡詐中，
Ephesians,4,15,但正是在愛中說實話，基督——祂正是那頭，讓我們在所有方面可以成長達於祂；
Ephesians,4,16,整個身體都從祂持續被適切地連結和不斷被聯繫，藉著每一個支持的韌帶，照著在每一部分適量之運作，祂自己促成這身體的成長，達到在愛中他自己的建立。
Ephesians,4,17,因此，我正這樣說：我且正在主裡鄭重地勸告你們，你們不要再去生活像那些眾外族人、也總是活在他們那樣心思之虛妄無用中。
Ephesians,4,18,他們的心思正是已被變為黑暗，他們正是已被隔絕於  神的生命之外，因為在他們裡面的無知，由於他們心之頑固，
Ephesians,4,19,這種人已沒有感覺，把自己交付了那個淫蕩，直到在貪婪中每一種污穢之運行。
Ephesians,4,20,但是，你們自己絕不會這樣領悟過基督。
Ephesians,4,21,你們既然聽了祂，且在祂裡面受過教導，正如真理正是在耶穌裡，
Ephesians,4,22,有關你們從前生活方式（你們就該自己來脫去了你們的舊人），就是一直被誘惑之私慾所敗壞的那個舊我；
Ephesians,4,23,再者，你們心思之靈要去被更新，
Ephesians,4,24,而且，要穿好這照著  神、已被  創造出來的這個新人，這新人行在真理之公義和聖潔中。
Ephesians,4,25,所以，你們該自己除掉出謊言來，你們每個人正是要跟他的鄰居說實話（亞8:16），因為我們正是彼此互為肢體。
Ephesians,4,26,當你們正在被激起怒氣時，你們卻不要持續犯罪（詩4:4上）；太陽正在落下時，你們不要仍在憤怒之中，
Ephesians,4,27,你們也不要一直給魔鬼留個地方。
Ephesians,4,28,偷竊的現在不要再偷；反而，要更加繼續勞苦、不斷作工，用自己那雙手作善的事，為了讓他能有機會去分享給那正在有缺乏的人。
Ephesians,4,29,任何不健康無益的話（這句文理語境最通達合理的用詞）都總不要出自你們的口；反而，要按某種良善說達到建立有需要者的好話，為了讓恩典賜下來給那些聽見的人。
Ephesians,4,30,也不要使  神的聖靈一直悲傷，你們在祂裡面被蓋了印，直到救贖之那個日子。
Ephesians,4,31,每一個苦毒及烈怒與憤怒和嚷鬧以及毀謗，要跟每一個邪惡從你們當中一起被拿掉。
Ephesians,4,32,而且，你們要對彼此持續成為仁慈的、憐憫的、一直相互饒恕，正如  神在基督裡也是這樣寬恕了你們。
Ephesians,5,1,所以，你們要慣常作  神之眾位效法者，正如眾蒙愛的兒女們，
Ephesians,5,2,你們且要持續行在愛中，正如基督也曾愛過我們，並且為了我們交付了自己，作為芬芳之香氣的一份奉獻及祭物獻給  神。
Ephesians,5,3,但是，淫亂和任何污穢或貪心，在你們中間甚至連提也不要被提及，如此聖徒們正是恰到好處，
Ephesians,5,4,還有淫穢的舉動及愚妄的言詞或粗鄙的笑話，這些事從前向來都不合適；反而，更加要有感謝的話兒。
Ephesians,5,5,因為你們一直確實正在知道：每一個淫亂的或污穢的或貪婪的，就正是拜偶像的，在基督和  神的國裡正是沒有任何一個繼承權。
Ephesians,5,6,不要一直容讓任何人用空洞的話欺騙你們，因為為了這些事，  神的忿怒總必臨到那些悖逆之子們。
Ephesians,5,7,所以，你們正是不要作他們的眾位共同參與份子；
Ephesians,5,8,因為黑暗是你們從前曾習慣的，但光明現今卻是屬乎在主裡的，你們總要像兒女們光明地行走。
Ephesians,5,9,因為這個光明之果子在每一個良善及正義（文理較準確的意思）和誠實裡面。
Ephesians,5,10,你們慣常要察驗甚麼正是主喜悅的。
Ephesians,5,11,而且，你們不要一直參與那些黑暗無善果那眾行為；但反而，你們總要更加地揭露這些事，
Ephesians,5,12,因為這正是可恥的（主格、放句首），更遑論去提到，就是他們那些隱秘地所慣常作的；
Ephesians,5,13,但那些持續被光揭露的所有事物就一直被顯明，
Ephesians,5,14,因為每一個一直被顯明的正是光，為此有詩正這樣說著：『那睡著了的啊！總要醒來！而且，你們要從眾死人中復活了！基督也將必會照亮你。（賽26:19-20；60:1-2）』
Ephesians,5,15,所以，你們要持續小心謹慎地注目如何慣常行走，不要像愚昧的；反而，要像有智慧的。
Ephesians,5,16,你們自己要慣常把時機贖回（關身語態，具有「是自己的份內事要把時間購入」之意），因為那些日子正是邪惡的。
Ephesians,5,17,為這緣故，你們不要慣於成為愚昧的人們；反而，你們要不斷明白主的旨意如何。
Ephesians,5,18,而且，你們不要慣於被酒所弄醉，你們在其中正是放蕩；反而，你們要經常被聖靈充滿，
Ephesians,5,19,你們正是藉著詩章與聖詩和被靈所引導的歌曲彼此呼應，你們要經常用心歌唱及不住歌頌你們的主。
Ephesians,5,20,為所有事情、你們都總是奉我們主耶穌基督的名、常常感謝父  神，
Ephesians,5,21,你們自己要慣常彼此順服，懷著對基督之敬畏。
Ephesians,5,22,這些妻子們啊！要順服你們自己的丈夫們，如同順服主，
Ephesians,5,23,因為丈夫正是妻子之頭，正如基督也是教會之頭；祂自己就是這個身體之救贖主。
Ephesians,5,24,但教會如何持續順服於基督，這些妻子們啊！你們也要在每一件事上如此對待你們自己的丈夫們。
Ephesians,5,25,這些丈夫們啊！你們要持續愛你們自己的妻子們，正如基督也曾愛過教會，且為她交付了自己，
Ephesians,5,26,為了讓教會能得以潔淨起來，就是藉著道、用水之清洗，讓她能得尊為聖，
Ephesians,5,27,為了讓他可以呈獻榮耀的教會出來給自己，正是沒有污點或皺紋或這樣的某些；反而，好使她正是聖潔且沒有瑕疵的。
Ephesians,5,28,同樣，這些丈夫正是也應該去愛自己這些妻子們，如同愛自己的身體，那愛自己妻子的人就正是愛自己了。
Ephesians,5,29,因為沒有人曾恨惡過自己的身體；反而持續保養和不斷愛惜她，正如基督對待教會，
Ephesians,5,30,因我們正是祂那身體之眾肢體。
Ephesians,5,31,為這緣故，人將必會離開父親和母親，並必會蒙與他的妻子結合委身，且這兩個將必成為一個身體（創2:24）。
Ephesians,5,32,這個奧祕正是大的；但我正是指著基督和教會說的。
Ephesians,5,33,然而，你們當中每一個人，個別地（加強語氣的表達），每個人應該如此愛自己的妻子，如同愛自己一樣；而妻子也要讓自己能敬重丈夫。
Ephesians,6,1,這些兒女們啊！你們慣常要在主裡順從你們自己的父母們，因為這樣正是正義的。
Ephesians,6,2,這正是在應許當中的第一條誡命（全為主格、應放句首）：「你要慣常孝敬自己的父親和母親，
Ephesians,6,3,為了讓好事持續發生在你身上，並且長壽正是你將必會享有在地上的福份。（出20:12；申5:16）」
Ephesians,6,4,還有，這些父親們啊！你們總不要激怒你們自己的兒女們；反而，你們要用從主來的教訓和勸誡不斷養育他們。
Ephesians,6,5,這些僕人們啊！你們要在主裡懷著敬畏和戰兢，在你們心之單純真誠裡，持續聽從那些按肉身作主人們的，好像聽從基督一樣，
Ephesians,6,6,不是按照眼前的事奉，像討人喜歡的；反而，你們作為基督之僕人們，慣常從心裡遵行  神的旨意，
Ephesians,6,7,總是懷抱著甘心熱情服侍，如同事奉主，而卻不是為了人們。
Ephesians,6,8,因為你們總知道：每一個人，不論奴僕或自由的，不管他作了任何善事，他自己將必會從主獲得善報（指末日的屬靈善報，參加6:8）。
Ephesians,6,9,這些主人們啊！你們對他們也總要作相同的，你們自己慣常要放棄威嚇，你們正知道他們的和你們的主，正是在天上，且偏袒正是沒有跟他自己在一起。
Ephesians,6,10,最後，你們要經常在主裡和祂大能之力量中被變得剛強。
Ephesians,6,11,你們自己要穿上  神的全副軍裝，為了能以去站立起來，抵抗魔鬼那些眾計謀。
Ephesians,6,12,因我們那戰鬥正不是對抗屬乎血氣和肉身的人；反而是對抗那些眾率領者、對抗那些眾掌權者、對抗那些黑暗之眾世界統治者、對抗那些管轄天界中邪惡眾靈的力量（指最低的「下層天」，相對於神的寶座在「最高一層」）。
Ephesians,6,13,為了這個緣故，你們要拿起  神的全副軍裝來，為了讓你們可以在那邪惡的日子裡、能夠去抵擋得住、並得以完成了所有事之後（指為爭戰作好所必要的準備）、仍能站立得穩。
Ephesians,6,14,所以，你們要站穩起來，你們自己用真理束起你們的腰來，並且你們自己穿上公義之胸甲來，
Ephesians,6,15,你們自己又要穿好那平安福音準備就諸的鞋在那雙腳上，
Ephesians,6,16,在所有事上，你們要拿起信心之盾牌來，用這個你們將必能去熄滅到、那惡者那些所有已被燃點起來的眾多火箭；
Ephesians,6,17,並且要戴上帶來救恩的頭盔，而這正是  神的道——聖靈的寶劍，當您們拿起來時，
Ephesians,6,18,藉著每一個的禱告與祈求，在每一個處境中在聖靈裡持續禱告，並且要為此不斷警醒；關於那些所有聖徒們，要藉著每一個的堅忍和祈求中守望。
Ephesians,6,19,還有，請為我祈求：為了讓我在開口時能蒙賜下合用的話，放膽地去顯明出福音之奧祕來，
Ephesians,6,20,為這福音，我正在作鎖鏈中的使者，為了讓我能在它裡面大膽地講論出來，正如我正必須去說出來的。
Ephesians,6,21,推基古，在主裡那位親愛的一位兄弟和那位忠信的一位僕人，他將必會使你們知道所有的事，好讓你們能知道我的景況：我正在作甚麼。
Ephesians,6,22,我特意為了這個目的、派遣他到你們那裡去，為了讓你們可以知道有關我們的情況，並且讓他能鼓勵起你們的心來。
Ephesians,6,23,願平安歸給你們這些弟兄們，以及慈愛伴隨信心，從父  神和主耶穌基督臨到你們。
Ephesians,6,24,願恩惠在不朽中（「不朽中」不應連於信徒的愛）與所有持續愛我們主耶穌基督的人同在。
Philippians,1,1,保羅和提摩太，基督耶穌的僕人們，寫信給那些住在腓立比、在基督耶穌裡所有的聖徒們，連同監督們和執事們。
Philippians,1,2,願恩惠與平安從我們的父  神和主耶穌基督臨到你們！
Philippians,1,3,因對你們整體的回憶（按原文結構不是「每一次」的想念），我持續感謝我的  神；
Philippians,1,4,在我每一次的祈禱中，我自己總是正懷著喜樂的心為你們所有人作禱告。
Philippians,1,5,因為從第一天直到如今，你們都是我在福音上的夥伴（不是指「團契」）。
Philippians,1,6,我已確信這一件事，就是那一位在你們當中開始了美好工作的必繼續並完成，直到基督耶穌的日子。
Philippians,1,7,因為我對你們所有人這樣的關心正是應當的，因我心裡常有你們，無論我是在那些捆鎖之中，還是在福音的辯護及證實裡面，你們所有人都是我在福音上的夥伴（不是指團契）。是我這特權的眾位共享者。
Philippians,1,8,因為  神是我的見證者，我用基督耶穌的愛心持續切切想念你們所有人（強烈表述）。
Philippians,1,9,再者，我慣常為此禱告，為了讓你們的愛心在充足的知識（宗教方面）和每一樣的見識上不斷地多而又多地持續增長，
Philippians,1,10,為使你們去認可及選擇那些真正要緊的事（文理較準確的意思），好讓你們能在基督的日子持續成為眾位純潔及無可指摘的人，
Philippians,1,11,你們本身靠著耶穌基督結滿了仁義之果子，進入  神的榮耀和頌讚。
Philippians,1,12,然而，弟兄們啊！我慣常願意你們去知道，就是關於我遭遇的那些事，反而已經促進福音的進展，
Philippians,1,13,以致禦營全軍和那些其餘的所有人都可以明顯知得到我是因基督受捆鎖的；
Philippians,1,14,而且，那些較大多數的弟兄們，都是我在福音上的夥伴（不是指團契）。因我所受的捆鎖，就在主裡已經篤信不疑（強調信心來源是主），更加可以敢於大膽無懼地去宣講  神的道。
Philippians,1,15,某些人竟然是由於嫉妒和爭競；但是也有些人持續傳揚基督卻是出於善意。
Philippians,1,16,後者的眾位是出於愛心，正在知道我正是為著福音之辯護蒙受著  神委派的；
Philippians,1,17,但是前者一直宣講基督卻是出自野心、動機不純正，正以為可以為在捆鎖中的我去挑起（來自較可靠抄本）痛苦。
Philippians,1,18,但這又如何呢？無論如何：用盡每一樣方法（注意：很少中文譯本翻出來），無論虛假掩飾、還是真心誠意，基督持續被傳開，我為此不單仍不斷在喜樂中。
Philippians,1,18,而且，我將來還會繼續不斷地喜樂，
Philippians,1,19,因為我正知道，這事藉著你們獻上的祈求和耶穌基督的靈賜下的支持（帶有「慷慨」、「豐富」的含意），將來終必叫我得救（6個可能看法中最可取的）。
Philippians,1,20,照著我的熱切期待和盼望，就是我將必不會在任何事上蒙羞，反而在所有的無懼中，無論是藉著生，還是透過死，讓基督在我身上，現今仍總是如同和素常一樣，將來必被尊為大，
Philippians,1,21,因為對我而言，去活著這件事是為了基督，去死了那回事也是大有益處。
Philippians,1,22,但若我仍能在肉身內活著，就會結出工作的果子，那又怎樣呢？我真的不能說我自己將會如何選擇。
Philippians,1,23,因我正被擠於兩壓之間：我正有這渴望，就是進入那個回歸且去跟基督同在，這確實是最好不過；
Philippians,1,24,然而，為了你們，我更需要（主格比較級）去留在這肉身內。
Philippians,1,25,再者，我對這一點已深信不疑，我就慣常知道我將必會繼續留下來和持續幫助（漸進式將來時態x2）你們每一位，為了你們在信心上的長進和喜樂，
Philippians,1,26,以致藉著我再次跟你們同在，讓你在基督耶穌裡的自誇自豪能在我心裡越發豐盈滿溢。
Philippians,1,27,惟獨要緊的是你們過公民的生活總要（指教會成員身份的生活）和基督的福音相配，好讓無論我已經來到且見到你們，還是不在你們那裡，都能聽見你們懷抱著同一個心志，站立穩固，正為福音的信仰一同努力奮鬥，
Philippians,1,28,而且在任何事上都一直不被那些敵對的嚇倒，無論誰，這正是他們滅亡的證據；但卻是你們救恩的明証。這事也是出於神的。
Philippians,1,29,因為你們蒙了恩典，因基督之故，為了祂和祂福音的緣故，不單相信祂，但也是去為祂受苦，
Philippians,1,30,你們正在經歷同樣的爭戰；像你們曾在我身上看見，現在又持續在我身上聽到的。
Philippians,2,1,所以，你們若在基督裡的生命得享任何鼓勵、或愛心的安慰、或聖靈所賜的親密情誼、或任何慈悲和憐憫，
Philippians,2,2,就正應當能同心合意：享有著彼此相愛（最符合文意的表達），懷抱著和諧合一的意見，為了使我滿心喜樂。
Philippians,2,3,沒有一樣事按照自私和虛榮的心；反而，謙卑地彼此慣常認定別人持續優勝過自己。
Philippians,2,4,每一個人不要總是單顧自己那些事；反而，也要持續關注眾別人那些利益面的事。
Philippians,2,5,在彼此的關係上，你們要在心裡持續採取上述這種態度，這種態度也正在基督耶穌身上（指基督個人，以祂的意念或態度為信徒效法的榜樣，非以公式為解釋）看見。
Philippians,2,6,祂正享有  神的形象，自己卻未曾認為把自己與  神平等去等同一種攫奪的行動（釋：因為那根本就是祂的權利）；
Philippians,2,7,反而，把自己倒空出來，已取得了奴僕的形象，已成為了人的樣式；而且已被發現了如同人的樣子，
Philippians,2,8,就謙卑了自己，已成為了順服的直到死，甚至死在十字架上！
Philippians,2,9,因此，  神也使祂升為了至高，並且賜給了祂那超越每一個名字之上的名，
Philippians,2,10,為了讓眾天上的與眾地上的和眾地底下的每一個膝蓋，都因耶穌的名彎曲下來（原文徹底細緻的表達），
Philippians,2,11,而且，讓每一條舌頭自身都公開宣認出來（原文徹底細緻的表達）：「耶穌基督是主」，顯彰父  神的榮耀。
Philippians,2,12,因此，我所親愛的諸位啊！就如你們以往總是順從出來，不僅我在你們中間時才是這樣；反而，現在我不在你們那裡，你們就要更加強力度一直恐懼戰兢地作成自己的救恩（重點：信徒有責任在信仰上堅持到底）；
Philippians,2,13,因為  神正是那位為要成全祂的美意、持續運行在你們裡面的，好使你們來立志和去有效行事（兩個不定詞：表達立志＋願意→動工＋行事之意）。
Philippians,2,14,你們慣常作任何事都不要發眾怨言和起好些爭論，
Philippians,2,15,為了讓你們得以成為無可指摘的和純潔無偽的，在彎曲的和已被扭歪的世代當中，成為  神無瑕無疵的兒女們，藉此在他們當中持續發光，好像天空中那些光體一樣，
Philippians,2,16,不斷堅守生命之道，到基督的日子我的誇口，都沒有空跑過，也沒有徒勞到。
Philippians,2,17,反而，雖則我在你們信心所供獻的祭物上被澆奠，我仍持續喜樂，我也不斷和你們所有人一同喜樂我。
